Mismatched Image Paths and IDs:
Epoch: 1, Iteration: 0, Predicted Shape: torch.Size([19, 1024, 1024]), Ground Truth Shape: torch.Size([18, 1024, 1024])
Epoch: 1, Iteration: 23, Predicted Shape: torch.Size([43, 1024, 1024]), Ground Truth Shape: torch.Size([41, 1024, 1024])
Epoch: 1, Iteration: 24, Predicted Shape: torch.Size([23, 1024, 1024]), Ground Truth Shape: torch.Size([22, 1024, 1024])
Epoch: 1, Iteration: 25, Predicted Shape: torch.Size([31, 1024, 1024]), Ground Truth Shape: torch.Size([30, 1024, 1024])
Epoch: 1, Iteration: 26, Predicted Shape: torch.Size([97, 1024, 1024]), Ground Truth Shape: torch.Size([95, 1024, 1024])
Epoch: 1, Iteration: 27, Predicted Shape: torch.Size([80, 1024, 1024]), Ground Truth Shape: torch.Size([79, 1024, 1024])
Epoch: 1, Iteration: 28, Predicted Shape: torch.Size([58, 1024, 1024]), Ground Truth Shape: torch.Size([51, 1024, 1024])
Epoch: 1, Iteration: 29, Predicted Shape: torch.Size([65, 1024, 1024]), Ground Truth Shape: torch.Size([59, 1024, 1024])
Epoch: 1, Iteration: 30, Predicted Shape: torch.Size([61, 1024, 1024]), Ground Truth Shape: torch.Size([59, 1024, 1024])
Epoch: 1, Iteration: 31, Predicted Shape: torch.Size([33, 1024, 1024]), Ground Truth Shape: torch.Size([30, 1024, 1024])
Epoch: 1, Iteration: 33, Predicted Shape: torch.Size([60, 1024, 1024]), Ground Truth Shape: torch.Size([59, 1024, 1024])
Epoch: 1, Iteration: 34, Predicted Shape: torch.Size([27, 1024, 1024]), Ground Truth Shape: torch.Size([25, 1024, 1024])
Epoch: 1, Iteration: 35, Predicted Shape: torch.Size([34, 1024, 1024]), Ground Truth Shape: torch.Size([32, 1024, 1024])
Epoch: 1, Iteration: 36, Predicted Shape: torch.Size([73, 1024, 1024]), Ground Truth Shape: torch.Size([71, 1024, 1024])
Epoch: 1, Iteration: 37, Predicted Shape: torch.Size([44, 1024, 1024]), Ground Truth Shape: torch.Size([43, 1024, 1024])
Epoch: 1, Iteration: 38, Predicted Shape: torch.Size([57, 1024, 1024]), Ground Truth Shape: torch.Size([56, 1024, 1024])
Epoch: 1, Iteration: 39, Predicted Shape: torch.Size([90, 1024, 1024]), Ground Truth Shape: torch.Size([89, 1024, 1024])
Epoch: 1, Iteration: 40, Predicted Shape: torch.Size([53, 1024, 1024]), Ground Truth Shape: torch.Size([48, 1024, 1024])
Epoch: 1, Iteration: 41, Predicted Shape: torch.Size([96, 1024, 1024]), Ground Truth Shape: torch.Size([95, 1024, 1024])
Epoch: 1, Iteration: 42, Predicted Shape: torch.Size([91, 1024, 1024]), Ground Truth Shape: torch.Size([90, 1024, 1024])
Epoch: 1, Iteration: 45, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([22, 1024, 1024])
Epoch: 1, Iteration: 46, Predicted Shape: torch.Size([71, 1024, 1024]), Ground Truth Shape: torch.Size([70, 1024, 1024])
Epoch: 1, Iteration: 47, Predicted Shape: torch.Size([67, 1024, 1024]), Ground Truth Shape: torch.Size([65, 1024, 1024])
Epoch: 1, Iteration: 48, Predicted Shape: torch.Size([39, 1024, 1024]), Ground Truth Shape: torch.Size([38, 1024, 1024])
Epoch: 1, Iteration: 49, Predicted Shape: torch.Size([98, 1024, 1024]), Ground Truth Shape: torch.Size([96, 1024, 1024])
Epoch: 1, Iteration: 50, Predicted Shape: torch.Size([104, 1024, 1024]), Ground Truth Shape: torch.Size([102, 1024, 1024])
Epoch: 1, Iteration: 51, Predicted Shape: torch.Size([87, 1024, 1024]), Ground Truth Shape: torch.Size([84, 1024, 1024])
Epoch: 1, Iteration: 52, Predicted Shape: torch.Size([92, 1024, 1024]), Ground Truth Shape: torch.Size([88, 1024, 1024])
Epoch: 1, Iteration: 53, Predicted Shape: torch.Size([59, 1024, 1024]), Ground Truth Shape: torch.Size([57, 1024, 1024])
Epoch: 1, Iteration: 54, Predicted Shape: torch.Size([84, 1024, 1024]), Ground Truth Shape: torch.Size([83, 1024, 1024])
Epoch: 1, Iteration: 55, Predicted Shape: torch.Size([63, 1024, 1024]), Ground Truth Shape: torch.Size([62, 1024, 1024])
Epoch: 1, Iteration: 57, Predicted Shape: torch.Size([30, 1024, 1024]), Ground Truth Shape: torch.Size([29, 1024, 1024])
Epoch: 1, Iteration: 58, Predicted Shape: torch.Size([104, 1024, 1024]), Ground Truth Shape: torch.Size([102, 1024, 1024])
Epoch: 1, Iteration: 59, Predicted Shape: torch.Size([18, 1024, 1024]), Ground Truth Shape: torch.Size([17, 1024, 1024])
Epoch: 1, Iteration: 60, Predicted Shape: torch.Size([93, 1024, 1024]), Ground Truth Shape: torch.Size([91, 1024, 1024])
Epoch: 1, Iteration: 61, Predicted Shape: torch.Size([79, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 62, Predicted Shape: torch.Size([20, 1024, 1024]), Ground Truth Shape: torch.Size([18, 1024, 1024])
Epoch: 1, Iteration: 63, Predicted Shape: torch.Size([86, 1024, 1024]), Ground Truth Shape: torch.Size([84, 1024, 1024])
Epoch: 1, Iteration: 64, Predicted Shape: torch.Size([97, 1024, 1024]), Ground Truth Shape: torch.Size([93, 1024, 1024])
Epoch: 1, Iteration: 65, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([23, 1024, 1024])
Epoch: 1, Iteration: 66, Predicted Shape: torch.Size([30, 1024, 1024]), Ground Truth Shape: torch.Size([29, 1024, 1024])
Epoch: 1, Iteration: 67, Predicted Shape: torch.Size([76, 1024, 1024]), Ground Truth Shape: torch.Size([75, 1024, 1024])
Epoch: 1, Iteration: 68, Predicted Shape: torch.Size([23, 1024, 1024]), Ground Truth Shape: torch.Size([22, 1024, 1024])
Epoch: 1, Iteration: 69, Predicted Shape: torch.Size([62, 1024, 1024]), Ground Truth Shape: torch.Size([58, 1024, 1024])
Epoch: 1, Iteration: 70, Predicted Shape: torch.Size([27, 1024, 1024]), Ground Truth Shape: torch.Size([25, 1024, 1024])
Epoch: 1, Iteration: 72, Predicted Shape: torch.Size([91, 1024, 1024]), Ground Truth Shape: torch.Size([88, 1024, 1024])
Epoch: 1, Iteration: 74, Predicted Shape: torch.Size([28, 1024, 1024]), Ground Truth Shape: torch.Size([27, 1024, 1024])
Epoch: 1, Iteration: 75, Predicted Shape: torch.Size([53, 1024, 1024]), Ground Truth Shape: torch.Size([50, 1024, 1024])
Epoch: 1, Iteration: 76, Predicted Shape: torch.Size([126, 1024, 1024]), Ground Truth Shape: torch.Size([125, 1024, 1024])
Epoch: 1, Iteration: 77, Predicted Shape: torch.Size([27, 1024, 1024]), Ground Truth Shape: torch.Size([24, 1024, 1024])
Epoch: 1, Iteration: 78, Predicted Shape: torch.Size([35, 1024, 1024]), Ground Truth Shape: torch.Size([32, 1024, 1024])
Epoch: 1, Iteration: 79, Predicted Shape: torch.Size([71, 1024, 1024]), Ground Truth Shape: torch.Size([69, 1024, 1024])
Epoch: 1, Iteration: 80, Predicted Shape: torch.Size([99, 1024, 1024]), Ground Truth Shape: torch.Size([98, 1024, 1024])
Epoch: 1, Iteration: 81, Predicted Shape: torch.Size([103, 1024, 1024]), Ground Truth Shape: torch.Size([102, 1024, 1024])
Epoch: 1, Iteration: 82, Predicted Shape: torch.Size([22, 1024, 1024]), Ground Truth Shape: torch.Size([18, 1024, 1024])
Epoch: 1, Iteration: 83, Predicted Shape: torch.Size([45, 1024, 1024]), Ground Truth Shape: torch.Size([44, 1024, 1024])
Epoch: 1, Iteration: 84, Predicted Shape: torch.Size([28, 1024, 1024]), Ground Truth Shape: torch.Size([27, 1024, 1024])
Epoch: 1, Iteration: 85, Predicted Shape: torch.Size([54, 1024, 1024]), Ground Truth Shape: torch.Size([47, 1024, 1024])
Epoch: 1, Iteration: 86, Predicted Shape: torch.Size([73, 1024, 1024]), Ground Truth Shape: torch.Size([70, 1024, 1024])
Epoch: 1, Iteration: 87, Predicted Shape: torch.Size([58, 1024, 1024]), Ground Truth Shape: torch.Size([56, 1024, 1024])
Epoch: 1, Iteration: 88, Predicted Shape: torch.Size([79, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 89, Predicted Shape: torch.Size([19, 1024, 1024]), Ground Truth Shape: torch.Size([18, 1024, 1024])
Epoch: 1, Iteration: 90, Predicted Shape: torch.Size([27, 1024, 1024]), Ground Truth Shape: torch.Size([24, 1024, 1024])
Epoch: 1, Iteration: 92, Predicted Shape: torch.Size([20, 1024, 1024]), Ground Truth Shape: torch.Size([19, 1024, 1024])
Epoch: 1, Iteration: 93, Predicted Shape: torch.Size([109, 1024, 1024]), Ground Truth Shape: torch.Size([106, 1024, 1024])
Epoch: 1, Iteration: 94, Predicted Shape: torch.Size([107, 1024, 1024]), Ground Truth Shape: torch.Size([102, 1024, 1024])
Epoch: 1, Iteration: 95, Predicted Shape: torch.Size([71, 1024, 1024]), Ground Truth Shape: torch.Size([69, 1024, 1024])
Epoch: 1, Iteration: 96, Predicted Shape: torch.Size([75, 1024, 1024]), Ground Truth Shape: torch.Size([72, 1024, 1024])
Epoch: 1, Iteration: 97, Predicted Shape: torch.Size([80, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 98, Predicted Shape: torch.Size([38, 1024, 1024]), Ground Truth Shape: torch.Size([33, 1024, 1024])
Epoch: 1, Iteration: 99, Predicted Shape: torch.Size([97, 1024, 1024]), Ground Truth Shape: torch.Size([96, 1024, 1024])
Epoch: 1, Iteration: 100, Predicted Shape: torch.Size([48, 1024, 1024]), Ground Truth Shape: torch.Size([46, 1024, 1024])
Epoch: 1, Iteration: 101, Predicted Shape: torch.Size([26, 1024, 1024]), Ground Truth Shape: torch.Size([23, 1024, 1024])
Epoch: 1, Iteration: 102, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([23, 1024, 1024])
Epoch: 1, Iteration: 103, Predicted Shape: torch.Size([99, 1024, 1024]), Ground Truth Shape: torch.Size([98, 1024, 1024])
Epoch: 1, Iteration: 104, Predicted Shape: torch.Size([108, 1024, 1024]), Ground Truth Shape: torch.Size([106, 1024, 1024])
Epoch: 1, Iteration: 105, Predicted Shape: torch.Size([29, 1024, 1024]), Ground Truth Shape: torch.Size([27, 1024, 1024])
Epoch: 1, Iteration: 106, Predicted Shape: torch.Size([52, 1024, 1024]), Ground Truth Shape: torch.Size([49, 1024, 1024])
Epoch: 1, Iteration: 107, Predicted Shape: torch.Size([95, 1024, 1024]), Ground Truth Shape: torch.Size([94, 1024, 1024])
Epoch: 1, Iteration: 108, Predicted Shape: torch.Size([34, 1024, 1024]), Ground Truth Shape: torch.Size([31, 1024, 1024])
Epoch: 1, Iteration: 109, Predicted Shape: torch.Size([88, 1024, 1024]), Ground Truth Shape: torch.Size([86, 1024, 1024])
Epoch: 1, Iteration: 110, Predicted Shape: torch.Size([33, 1024, 1024]), Ground Truth Shape: torch.Size([31, 1024, 1024])
Epoch: 1, Iteration: 111, Predicted Shape: torch.Size([23, 1024, 1024]), Ground Truth Shape: torch.Size([22, 1024, 1024])
Epoch: 1, Iteration: 112, Predicted Shape: torch.Size([43, 1024, 1024]), Ground Truth Shape: torch.Size([42, 1024, 1024])
Epoch: 1, Iteration: 113, Predicted Shape: torch.Size([33, 1024, 1024]), Ground Truth Shape: torch.Size([31, 1024, 1024])
Epoch: 1, Iteration: 114, Predicted Shape: torch.Size([55, 1024, 1024]), Ground Truth Shape: torch.Size([54, 1024, 1024])
Epoch: 1, Iteration: 115, Predicted Shape: torch.Size([30, 1024, 1024]), Ground Truth Shape: torch.Size([29, 1024, 1024])
Epoch: 1, Iteration: 116, Predicted Shape: torch.Size([41, 1024, 1024]), Ground Truth Shape: torch.Size([39, 1024, 1024])
Epoch: 1, Iteration: 117, Predicted Shape: torch.Size([34, 1024, 1024]), Ground Truth Shape: torch.Size([33, 1024, 1024])
Epoch: 1, Iteration: 118, Predicted Shape: torch.Size([112, 1024, 1024]), Ground Truth Shape: torch.Size([109, 1024, 1024])
Epoch: 1, Iteration: 119, Predicted Shape: torch.Size([67, 1024, 1024]), Ground Truth Shape: torch.Size([64, 1024, 1024])
Epoch: 1, Iteration: 120, Predicted Shape: torch.Size([26, 1024, 1024]), Ground Truth Shape: torch.Size([25, 1024, 1024])
Epoch: 1, Iteration: 121, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([23, 1024, 1024])
Epoch: 1, Iteration: 122, Predicted Shape: torch.Size([63, 1024, 1024]), Ground Truth Shape: torch.Size([62, 1024, 1024])
Epoch: 1, Iteration: 123, Predicted Shape: torch.Size([80, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 124, Predicted Shape: torch.Size([18, 1024, 1024]), Ground Truth Shape: torch.Size([17, 1024, 1024])
Epoch: 1, Iteration: 125, Predicted Shape: torch.Size([29, 1024, 1024]), Ground Truth Shape: torch.Size([28, 1024, 1024])
Epoch: 1, Iteration: 126, Predicted Shape: torch.Size([156, 1024, 1024]), Ground Truth Shape: torch.Size([154, 1024, 1024])
Epoch: 1, Iteration: 127, Predicted Shape: torch.Size([75, 1024, 1024]), Ground Truth Shape: torch.Size([73, 1024, 1024])
Epoch: 1, Iteration: 128, Predicted Shape: torch.Size([27, 1024, 1024]), Ground Truth Shape: torch.Size([24, 1024, 1024])
Epoch: 1, Iteration: 129, Predicted Shape: torch.Size([69, 1024, 1024]), Ground Truth Shape: torch.Size([68, 1024, 1024])
Epoch: 1, Iteration: 130, Predicted Shape: torch.Size([86, 1024, 1024]), Ground Truth Shape: torch.Size([84, 1024, 1024])
Epoch: 1, Iteration: 131, Predicted Shape: torch.Size([101, 1024, 1024]), Ground Truth Shape: torch.Size([98, 1024, 1024])
Epoch: 1, Iteration: 132, Predicted Shape: torch.Size([50, 1024, 1024]), Ground Truth Shape: torch.Size([46, 1024, 1024])
Epoch: 1, Iteration: 133, Predicted Shape: torch.Size([85, 1024, 1024]), Ground Truth Shape: torch.Size([83, 1024, 1024])
Epoch: 1, Iteration: 134, Predicted Shape: torch.Size([92, 1024, 1024]), Ground Truth Shape: torch.Size([90, 1024, 1024])
Epoch: 1, Iteration: 135, Predicted Shape: torch.Size([132, 1024, 1024]), Ground Truth Shape: torch.Size([126, 1024, 1024])
Epoch: 1, Iteration: 136, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([21, 1024, 1024])
Epoch: 1, Iteration: 137, Predicted Shape: torch.Size([90, 1024, 1024]), Ground Truth Shape: torch.Size([88, 1024, 1024])
Epoch: 1, Iteration: 138, Predicted Shape: torch.Size([83, 1024, 1024]), Ground Truth Shape: torch.Size([82, 1024, 1024])
Epoch: 1, Iteration: 139, Predicted Shape: torch.Size([27, 1024, 1024]), Ground Truth Shape: torch.Size([26, 1024, 1024])
Epoch: 1, Iteration: 140, Predicted Shape: torch.Size([17, 1024, 1024]), Ground Truth Shape: torch.Size([16, 1024, 1024])
Epoch: 1, Iteration: 141, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([23, 1024, 1024])
Epoch: 1, Iteration: 142, Predicted Shape: torch.Size([185, 1024, 1024]), Ground Truth Shape: torch.Size([179, 1024, 1024])
Epoch: 1, Iteration: 144, Predicted Shape: torch.Size([81, 1024, 1024]), Ground Truth Shape: torch.Size([80, 1024, 1024])
Epoch: 1, Iteration: 145, Predicted Shape: torch.Size([37, 1024, 1024]), Ground Truth Shape: torch.Size([35, 1024, 1024])
Epoch: 1, Iteration: 146, Predicted Shape: torch.Size([104, 1024, 1024]), Ground Truth Shape: torch.Size([100, 1024, 1024])
Epoch: 1, Iteration: 147, Predicted Shape: torch.Size([102, 1024, 1024]), Ground Truth Shape: torch.Size([98, 1024, 1024])
Epoch: 1, Iteration: 148, Predicted Shape: torch.Size([61, 1024, 1024]), Ground Truth Shape: torch.Size([60, 1024, 1024])
Epoch: 1, Iteration: 149, Predicted Shape: torch.Size([22, 1024, 1024]), Ground Truth Shape: torch.Size([21, 1024, 1024])
Epoch: 1, Iteration: 150, Predicted Shape: torch.Size([83, 1024, 1024]), Ground Truth Shape: torch.Size([79, 1024, 1024])
Epoch: 1, Iteration: 151, Predicted Shape: torch.Size([124, 1024, 1024]), Ground Truth Shape: torch.Size([122, 1024, 1024])
Epoch: 1, Iteration: 152, Predicted Shape: torch.Size([9, 1024, 1024]), Ground Truth Shape: torch.Size([8, 1024, 1024])
Epoch: 1, Iteration: 153, Predicted Shape: torch.Size([21, 1024, 1024]), Ground Truth Shape: torch.Size([18, 1024, 1024])
Epoch: 1, Iteration: 154, Predicted Shape: torch.Size([10, 1024, 1024]), Ground Truth Shape: torch.Size([8, 1024, 1024])
Epoch: 1, Iteration: 156, Predicted Shape: torch.Size([63, 1024, 1024]), Ground Truth Shape: torch.Size([62, 1024, 1024])
Epoch: 1, Iteration: 157, Predicted Shape: torch.Size([30, 1024, 1024]), Ground Truth Shape: torch.Size([29, 1024, 1024])
Epoch: 1, Iteration: 159, Predicted Shape: torch.Size([31, 1024, 1024]), Ground Truth Shape: torch.Size([30, 1024, 1024])
Epoch: 1, Iteration: 160, Predicted Shape: torch.Size([92, 1024, 1024]), Ground Truth Shape: torch.Size([89, 1024, 1024])
Epoch: 1, Iteration: 161, Predicted Shape: torch.Size([83, 1024, 1024]), Ground Truth Shape: torch.Size([81, 1024, 1024])
Epoch: 1, Iteration: 162, Predicted Shape: torch.Size([44, 1024, 1024]), Ground Truth Shape: torch.Size([43, 1024, 1024])
Epoch: 1, Iteration: 163, Predicted Shape: torch.Size([13, 1024, 1024]), Ground Truth Shape: torch.Size([12, 1024, 1024])
Epoch: 1, Iteration: 164, Predicted Shape: torch.Size([89, 1024, 1024]), Ground Truth Shape: torch.Size([87, 1024, 1024])
Epoch: 1, Iteration: 165, Predicted Shape: torch.Size([46, 1024, 1024]), Ground Truth Shape: torch.Size([44, 1024, 1024])
Epoch: 1, Iteration: 166, Predicted Shape: torch.Size([28, 1024, 1024]), Ground Truth Shape: torch.Size([25, 1024, 1024])
Epoch: 1, Iteration: 167, Predicted Shape: torch.Size([104, 1024, 1024]), Ground Truth Shape: torch.Size([103, 1024, 1024])
Epoch: 1, Iteration: 168, Predicted Shape: torch.Size([76, 1024, 1024]), Ground Truth Shape: torch.Size([74, 1024, 1024])
Epoch: 1, Iteration: 169, Predicted Shape: torch.Size([63, 1024, 1024]), Ground Truth Shape: torch.Size([62, 1024, 1024])
Epoch: 1, Iteration: 170, Predicted Shape: torch.Size([30, 1024, 1024]), Ground Truth Shape: torch.Size([27, 1024, 1024])
Epoch: 1, Iteration: 171, Predicted Shape: torch.Size([32, 1024, 1024]), Ground Truth Shape: torch.Size([31, 1024, 1024])
Epoch: 1, Iteration: 172, Predicted Shape: torch.Size([87, 1024, 1024]), Ground Truth Shape: torch.Size([84, 1024, 1024])
Epoch: 1, Iteration: 173, Predicted Shape: torch.Size([24, 1024, 1024]), Ground Truth Shape: torch.Size([21, 1024, 1024])
Epoch: 1, Iteration: 174, Predicted Shape: torch.Size([74, 1024, 1024]), Ground Truth Shape: torch.Size([73, 1024, 1024])
Epoch: 1, Iteration: 175, Predicted Shape: torch.Size([152, 1024, 1024]), Ground Truth Shape: torch.Size([144, 1024, 1024])
Epoch: 1, Iteration: 176, Predicted Shape: torch.Size([38, 1024, 1024]), Ground Truth Shape: torch.Size([37, 1024, 1024])
Epoch: 1, Iteration: 177, Predicted Shape: torch.Size([64, 1024, 1024]), Ground Truth Shape: torch.Size([60, 1024, 1024])
Epoch: 1, Iteration: 178, Predicted Shape: torch.Size([87, 1024, 1024]), Ground Truth Shape: torch.Size([86, 1024, 1024])
Epoch: 1, Iteration: 179, Predicted Shape: torch.Size([82, 1024, 1024]), Ground Truth Shape: torch.Size([79, 1024, 1024])
Epoch: 1, Iteration: 180, Predicted Shape: torch.Size([76, 1024, 1024]), Ground Truth Shape: torch.Size([72, 1024, 1024])
Epoch: 1, Iteration: 181, Predicted Shape: torch.Size([10, 1024, 1024]), Ground Truth Shape: torch.Size([9, 1024, 1024])
Epoch: 1, Iteration: 182, Predicted Shape: torch.Size([81, 1024, 1024]), Ground Truth Shape: torch.Size([78, 1024, 1024])
Epoch: 1, Iteration: 183, Predicted Shape: torch.Size([91, 1024, 1024]), Ground Truth Shape: torch.Size([89, 1024, 1024])
Epoch: 1, Iteration: 184, Predicted Shape: torch.Size([79, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 185, Predicted Shape: torch.Size([19, 1024, 1024]), Ground Truth Shape: torch.Size([18, 1024, 1024])
Epoch: 1, Iteration: 186, Predicted Shape: torch.Size([17, 1024, 1024]), Ground Truth Shape: torch.Size([16, 1024, 1024])
Epoch: 1, Iteration: 187, Predicted Shape: torch.Size([79, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 188, Predicted Shape: torch.Size([66, 1024, 1024]), Ground Truth Shape: torch.Size([64, 1024, 1024])
Epoch: 1, Iteration: 189, Predicted Shape: torch.Size([45, 1024, 1024]), Ground Truth Shape: torch.Size([44, 1024, 1024])
Epoch: 1, Iteration: 190, Predicted Shape: torch.Size([90, 1024, 1024]), Ground Truth Shape: torch.Size([88, 1024, 1024])
Epoch: 1, Iteration: 191, Predicted Shape: torch.Size([38, 1024, 1024]), Ground Truth Shape: torch.Size([37, 1024, 1024])
Epoch: 1, Iteration: 192, Predicted Shape: torch.Size([119, 1024, 1024]), Ground Truth Shape: torch.Size([114, 1024, 1024])
Epoch: 1, Iteration: 193, Predicted Shape: torch.Size([32, 1024, 1024]), Ground Truth Shape: torch.Size([31, 1024, 1024])
Epoch: 1, Iteration: 194, Predicted Shape: torch.Size([60, 1024, 1024]), Ground Truth Shape: torch.Size([59, 1024, 1024])
Epoch: 1, Iteration: 195, Predicted Shape: torch.Size([23, 1024, 1024]), Ground Truth Shape: torch.Size([19, 1024, 1024])
Epoch: 1, Iteration: 196, Predicted Shape: torch.Size([61, 1024, 1024]), Ground Truth Shape: torch.Size([60, 1024, 1024])
Epoch: 1, Iteration: 197, Predicted Shape: torch.Size([107, 1024, 1024]), Ground Truth Shape: torch.Size([105, 1024, 1024])
Epoch: 1, Iteration: 198, Predicted Shape: torch.Size([87, 1024, 1024]), Ground Truth Shape: torch.Size([85, 1024, 1024])
Epoch: 1, Iteration: 199, Predicted Shape: torch.Size([79, 1024, 1024]), Ground Truth Shape: torch.Size([77, 1024, 1024])
Epoch: 1, Iteration: 200, Predicted Shape: torch.Size([101, 1024, 1024]), Ground Truth Shape: torch.Size([100, 1024, 1024])
Epoch: 1, Iteration: 201, Predicted Shape: torch.Size([28, 1024, 1024]), Ground Truth Shape: torch.Size([26, 1024, 1024])
Epoch: 1, Iteration: 202, Predicted Shape: torch.Size([88, 1024, 1024]), Ground Truth Shape: torch.Size([86, 1024, 1024])
Epoch: 1, Iteration: 203, Predicted Shape: torch.Size([94, 1024, 1024]), Ground Truth Shape: torch.Size([92, 1024, 1024])
Epoch: 1, Iteration: 204, Predicted Shape: torch.Size([73, 1024, 1024]), Ground Truth Shape: torch.Size([70, 1024, 1024])
Epoch: 1, Iteration: 205, Predicted Shape: torch.Size([104, 1024, 1024]), Ground Truth Shape: torch.Size([102, 1024, 1024])
Epoch: 1, Iteration: 206, Predicted Shape: torch.Size([30, 1024, 1024]), Ground Truth Shape: torch.Size([28, 1024, 1024])
Epoch: 1, Iteration: 207, Predicted Shape: torch.Size([33, 1024, 1024]), Ground Truth Shape: torch.Size([31, 1024, 1024])
Epoch: 1, Iteration: 208, Predicted Shape: torch.Size([103, 1024, 1024]), Ground Truth Shape: torch.Size([102, 1024, 1024])
Epoch: 1, Iteration: 210, Predicted Shape: torch.Size([28, 1024, 1024]), Ground Truth Shape: torch.Size([26, 1024, 1024])
Epoch: 1, Iteration: 211, Predicted Shape: torch.Size([89, 1024, 1024]), Ground Truth Shape: torch.Size([87, 1024, 1024])
Epoch: 1, Iteration: 212, Predicted Shape: torch.Size([29, 1024, 1024]), Ground Truth Shape: torch.Size([26, 1024, 1024])
Epoch: 1, Iteration: 213, Predicted Shape: torch.Size([98, 1024, 1024]), Ground Truth Shape: torch.Size([93, 1024, 1024])
Epoch: 1, Iteration: 214, Predicted Shape: torch.Size([85, 1024, 1024]), Ground Truth Shape: torch.Size([84, 1024, 1024])
